method,method_id,impact_category,indicator,scenario,route,c3c4,stageD,net,sign_mismatch_vs_GWP,rank_in_method,rank_in_GWP,rank_delta_vs_GWP
"ReCiPe 2016 v1.03, midpoint (H) | acidification: terrestrial | terrestrial acidification potential (TAP)",acidification_terrestrial__terrestrial_acidification_potential___d8990d21,acidification: terrestrial,terrestrial acidification potential (TAP),SSP1VLLO_2050,landfill,0.0002330175835989,0.0,0.0002330175835989,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),SSP2M_2050,landfill,0.0004433709521424,0.0,0.0004433709521424,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),SSP5H_2050,landfill,0.0004396969139639,0.0,0.0004396969139639,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),contemp,landfill,0.0004728939867372,0.0,0.0004728939867372,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),SSP1VLLO_2050,recycling_postcons,0.0058465628983998,-0.0748635733590784,-0.0690170104606786,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),SSP2M_2050,recycling_postcons,0.0054331996740152,-0.0747010883197504,-0.0692678886457352,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),SSP5H_2050,recycling_postcons,0.0062531375700389,-0.0744755734944573,-0.0682224359244184,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),contemp,recycling_postcons,0.005138240882881,-0.0821162932204773,-0.0769780523375963,False,3.0,2.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),SSP1VLLO_2050,reuse,1.7307336448820246e-05,-0.0793167576959367,-0.07929945035948788,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),SSP2M_2050,reuse,1.971590456693887e-05,-0.0796738209297686,-0.07965410502520166,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),SSP5H_2050,reuse,1.916577508923513e-05,-0.0799361110392675,-0.07991694526417827,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),contemp,reuse,2.744069335412273e-05,-0.0866640335409882,-0.08663659284763407,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),SSP1VLLO_2050,hydrolysis,-0.0011068238624511,-0.0310358576367217,-0.0321426814991728,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),SSP2M_2050,hydrolysis,-0.0012547957563758,-0.0273190820703305,-0.028573877826706298,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),SSP5H_2050,hydrolysis,-0.0007311481280895,-0.0266225215626029,-0.027353669690692403,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),contemp,hydrolysis,0.0570725209659367,-0.0268431540739235,0.0302293668920132,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),SSP1VLLO_2050,msfsc,-0.0021745523677975,-0.0705589952257933,-0.0727335475935908,False,2.0,3.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),SSP2M_2050,msfsc,0.0103140975033592,-0.0788222298539426,-0.06850813235058341,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),SSP5H_2050,msfsc,0.0048118339181047,-0.0751558744681473,-0.07034404055004259,False,2.0,3.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | photochemical oxidant formation: terrestrial ecosystems | photochemical oxidant formation potential: ecosystems (EOFP)",photochemical_oxidant_format__photochemical_oxidant_formation_pote__61acd64a,photochemical oxidant formation: terrestrial ecosystems,photochemical oxidant formation potential: ecosystems (EOFP),contemp,msfsc,-0.0018844007019622,-0.0868551791106124,-0.0887395798125746,False,1.0,3.0,-2.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),SSP1VLLO_2050,landfill,0.0008041879137021,0.0,0.0008041879137021,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),SSP2M_2050,landfill,0.0007539195197784,0.0,0.0007539195197784,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),SSP5H_2050,landfill,0.0006557466636408,0.0,0.0006557466636408,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),contemp,landfill,0.0008326802099424,0.0,0.0008326802099424,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),SSP1VLLO_2050,recycling_postcons,0.0146585505232721,-1.1155987831267826,-1.1009402326035105,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),SSP2M_2050,recycling_postcons,0.0170835442266844,-1.1139465319614528,-1.0968629877347684,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),SSP5H_2050,recycling_postcons,0.0020420691256248,-1.0760776734546311,-1.0740356043290062,False,2.0,2.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),contemp,recycling_postcons,-0.0008385505740202,-1.1792583345379102,-1.1800968851119304,False,1.0,2.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),SSP1VLLO_2050,reuse,0.0014260261229189,-1.1361434313254266,-1.1347174052025077,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),SSP2M_2050,reuse,0.0014162909314709,-1.127684297376224,-1.126268006444753,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),SSP5H_2050,reuse,0.0014064395852321,-1.076273655589714,-1.074867216004482,False,1.0,1.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),contemp,reuse,0.0014589666505681,-1.1450997140771884,-1.1436407474266204,False,2.0,1.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),SSP1VLLO_2050,hydrolysis,0.0325738101750464,-0.0437999680350714,-0.011226157860024996,False,4.0,4.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),SSP2M_2050,hydrolysis,0.0285673054714872,-0.0696763449646748,-0.0411090394931876,False,3.0,4.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),SSP5H_2050,hydrolysis,0.0326000300873929,-0.078911127686523,-0.0463110975991301,False,3.0,4.0,-1.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),contemp,hydrolysis,1.0296853020391368,-0.0492429679291868,0.98044233410995,False,5.0,5.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),SSP1VLLO_2050,msfsc,-0.0860727339307895,-0.0285219223316599,-0.1145946562624494,False,3.0,3.0,0.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),SSP2M_2050,msfsc,0.1130945071182953,-0.153771445758035,-0.0406769386397397,False,4.0,3.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),SSP5H_2050,msfsc,0.0864632555021569,-0.1093899851179674,-0.022926729615810493,False,4.0,3.0,1.0
"ReCiPe 2016 v1.03, midpoint (H) | water use | water consumption potential (WCP)",water_use__water_consumption_potential_WCP__96fc4bf7,water use,water consumption potential (WCP),contemp,msfsc,0.2457494127471772,-0.6630346824845641,-0.4172852697373869,False,3.0,3.0,0.0
